text,label
Skywalk की Terrace पर लगी इन कुर्सियों पर चाय की चुस्कियाँ लेते हुए येरकाड घाटी के सौंदर्य को घंटों निहार सकते हैं।,pos
एक घड़ी के लिहाज से देखा जाए तो इस डिवाइस की डिजाइन काफी अच्‍छी है।,pos
"पेनासोनिक ने लॉन्च किया लेमिक्स जीएच 4, शानदार तस्वीरें खींचने के साथ ही वीडियो भी करेगा शूट",pos
कौसर मुनीर गीतों में अर्थ लाने के लिए सहजता और स्वाभाविकता खो देती हैं।,neg
इस टीवी को पावर बचाने के लिए डिजाइन किया गया है।,pos
यह ख्वाजा मोइनुद्दीन चिश्ती दरगाह से आगे कुछ ही दूरी पर स्थित है।,neu
"इसके 7 इंच डिस्प्ले का रेजोल्यूशन 1920 x 1200 पिक्सेल है , जो इसे 323 पीपीआई का पिक्सेल डेंसिटी देता है।",neu
फ्लैश ने ऐसे मौकों पर ठीकठाक काम किया।,neu
"आप इस पर सभी विडियो फॉर्मैट चला सकते हैं, यहां तक कि 720p विडियो भी अच्छे चलते हैं।",pos
नवदीप सिंह और उनकी टीम ने फिल्म को धूसर रंग दिया है।,neu
विभु पुरी निर्देशित 'हवाईजादा' पीरियड फिल्म है।,neu
डेल ने भारत में दो नए ऎसे दमदार नोटबुक लॉन्च किए हैं जो शानदार परफोर्मेश वाले हैं।,pos
क्योंकि वहां पहुंचने का रास्ता अत्यंत दुर्गम है।,neg
Ambilights के कारण ये TV दिखने में बेहद खूबसूरत लगता है।,pos
"इस स्मार्टफ़ोन में 5.2-इंच की बेज़ल लेस डिस्प्ले है, इसके साथ ही यह क्वाड-कोर स्नेप ड्रैगन प्रोसेसर पर काम करता है और इसमें एंड्राइड 5.0 है।",neu
स्क्रीन की खराब क्वालिटी।,neg
नीलगिरि या नीले पर्वतों में बसा ऊटी दक्षिण भारत के सबसे प्रमुख हिल स्टेशनों में से एक है।,pos
"वाई-फाई, ब्लूटूथ है।",neu
यह एक ऑडियोफाइल कलेक्टेबल है।,neu
बस इसके बैकपैनल को जरा नजाकत से ही खोलिएगा।,neu
"आईपैड 2 में दो कैमरे हैं, फेसटाइम के लिए फ्रंट फेसिंग कैमरा और एचडी वीडियो रिकॉर्डिंग के लिए रियर कैमरा।",neu
"कुल मिलाकर यह एप्लीकेशन वैसे यूजर्स के लिए फायदेमंद है, जिन्हें अपने मोबाइल डिवाइस पर बड़ी फाइलों को डाउनलोड करना पड़ता है, और चूंकि यह एप्लीकेशन मुफ्त में भी उपलब्ध है।",pos
"दमदार एक्शन, सुपरहीरोज की कलाकारी और तो और रोमांटिक ट्रेक भी।",pos
विंडोज 8.1 ऑपरेटिंग सिस्टम पर काम करने वाला ये टैबलेट 32GB इंटरनल मेमोरी के साथ आता है।,neu
"वॉल्यूम आउटपुट थोड़ा धीमा है , और फ्रंट पेनल में स्पीकर न होने के कारण आवाज और म्युजिक का सुनना थोड़ा मुश्किल है।",neg
वाटर प्रूफ नहीं है।,neu
"जिंक क्वाड 8 में सामने की तरफ फ्रंट फेसिंग कैमरा है ,और इस पर कोई फिजिकल बटन नहीं है।",neu
"स्क्रीन संकल्प - 1080 × 1920, वीडियो कार्ड NVIDIA GeForce जी.टी.  740M शक्तिशाली सुविधाओं की है, और आप इसे किसी भी खेल खेलने के लिए पर्याप्त होगा  2.5 GHz की एक आवृत्ति के साथ दोहरी प्रोसेसर।",neu
"इन घड़‍ियों के स्‍क्रीन की बात करें तो ये साइज़ में 38mm और 42mm की हैं,38mm वाली घड़ी 21.2 x 26.5 mm, 33.5 mm (1.32 में) तिरछे आकार में, 272 x 340 पिकसल्‍स में मौजूद हैं,जबकि 42mm वाली घड़ी 24.3 x 30.5 mm, (39 mm (1.5 में) तिरछे आकार में 312 x 390 पिकसल्‍स के साथ मौजूद हैं ।",neu
बीकानेर यात्रा में राकेश के साथ लडेरा गाँव स्थित मरुभूमि महोत्सव देखने का कार्यक्रम बनाया गया था।,neu
"पहला, बैलेंस्ड आर्मेचर ड्राइवर और दूसरा, रेगुलर डायनेमिक ड्राइवर।",neu
जीबी रेसिंग 2 गेम फ्री में गूगल प्‍ले से डाउनलोड किया जा सकता है।,neu
पर्यटकों का स्वर्ग तीर्थराज पुष्कर में प्रतिवर्ष प्रसिद्ध 'पुष्कर मेला' लगता है जिसमें बड़ी संख्या में देशी-विदेशी पर्यटक भी आते हैं।,pos
"यह सामान्य बाहरी रोशनी में न्यूनतम नॉइस और अच्छे कलर रिप्रॉडक्शन के साथ अच्छी दिखनेवाली, संतुलित तस्वीरे लेता है।",pos
"इसके साथ ही इस वॉच में 320 x 320 pixel का रिजॉल्‍यूशन मिलेगा, वही इसमें 348ppi pixel की डेन्सिटी भी मिलेगी।",neu
उन्हें दो नए कलाकार गुरमीत चौधरी और सपना पब्बी दिए गए हैं।,neu
"लेकिन थोडे हलके इस्तेमाल के तहत जिसमें थोडी वेब ब्राउज़िंग और कुछ गेमिंग शामिल है, यूरेका ने पूरे दिन तक मेरा साथ दिया।",neu
एप्पल टीवी में इंटरनेट कनेश्न पोर्ट के साथ एक HDMI पोर्ट (डिजिटल ऑडियो और वीडियो ट्रांसफर करने के लिए HDMI पोर्ट और केबल का इस्तेमाल किया जाता है।,neu
इंटेल प्रोसेसर अच्छी कार्यक्षमता है।,pos
यह किला तीन शानदार दीर्घाओं में बंटा हुआ है।,neu
मीरा के पति के रूप में भूपलम की भूमिका सीमित है।,neu
नेक्सस 7 में 1.5 गीगाहर्ट्ज़ क्वालकॉम स्नैपड्रैगन एस4 प्रो क्रेट क्वाड कोर प्रोसेसर के साथ एड्रीनो 320 जीपीयू और 2 जीबी रैम है।,neu
"बैक पैनल निकाला जा सकनेवाला लीड है जो रबरयुक्त फील के साथ है, जिससे यह एक हाथ में पकडने के लिए मुश्किल बन जाता है क्योंकि यह आकार में भी बड़ा है।",neg
कुल मिलाकर कहा जाए तो ये अभी कमर्शियल टीवी में सबसे बेस्ट क्वालिटी है।,pos
इस AC का कुल वजन 53 किलोग्राम है  ।,neu
ये टेबल स्टैंड और वॉल स्टैंड दोनों के साथ आती है।,neu
"इसमें डिस्प्ले के नीचे तीन टच सेंसिटिव बटन बैक, होम और टास्क मेनेजर दिए गए हैं।",neu
फिल्म की धीमी गति इसमें किसी तरह की मदद नहीं करती बल्कि और कमियों को उजागर कर देती है।,neg
गेम की एक कमी यह है कि यह सिर्फ एक ही ग्राफिक मोड में आता है।,neg
यही नहीं खूबसूरत पक्षियों और सूर्योदय के खूबसूरत दृश्य देखना है तो आप किले पाखो भी जा सकते हैं।,pos
इसका बूट टाइम अच्छा है और ये कोर आई3 वर्ज़न वाले एचपी पविलियन जी6 के स्तर का है।,pos
"कम रोशनी में खींचे गए फोटो में बहुत नॉइज़ देखने को मिली, लेकिन फोन डिस्प्ले में देखने पर उनकी क्वॉलिटी ठीक-ठाक लगती है।",neg
नुबिया यूआई अभी भी तेजी से सीखने की अवस्था में ही है।,neg
"कंपनी के मुताबिक, एंड्रॉयड के लिए आए पेरिस्कोप में सभी कोर फीचर्स हैं जो यूजर्स द्वारा पसंद किये गए हैं।",pos
"इसके कनेक्टिविटी ऑप्शन्स में 3G (डोंगल के द्वारा), वाई-फाई 802.11b/g/n, ब्लूटूथ 4.0, माइक्रो एचडीएमआई और माइक्रोयूएसबी है।",neu
"इसके आगे, हमने एक फुल एचडी फाइल फुल ब्राइटनेसपर, वाइफाइ अनेबल्ड और एक सिम कार्ड के साथ एक घंटा चलाई, एक घंटे के प्लेबैक के बाद बैट्री 100% से 88% तक ही उतरी जो की बहुत ही जबरदस्त प्रदर्शन रहा था।",pos
इस टेबलेट में 7-इंच डिस्प्ले के ऊपर ईयरपीस और फ्रंट फेसिंग कैमरा है।,neu
इसमें 5.5 इंच की डिस्पले स्क्रीन कॉर्निग गोरिल्ला ग्लास3 प्रोटेक्शन के साथ दी गई है।,neu
फोन ने ऑटो फोकस होने में कुछ ज्यादा ही वक्त लिया।,neu
वहां के लोग खेतो के अलावा हस्तशिल्प तथा हैन्डलूम उत्पादों को बनाकर अपना जीवनयापन करते हैं।,neu
13.3 इंच की QHD स्क्रीन के साथ 3200*1800 पिक्सल का रेजोल्यूशन दिया जाता है।,neu
यह एशियाई स्लॉथ बियर्स का दुनिया का सबसे बड़ा रेस्क्यू रिहैबिलिटेशन सेंटर है।,neu
ग्राफ़िक्स में जेड500 का प्रदर्शन लाज़वाब है और इस दृष्टिकोण से इसे एक बेहतरीन गेमिंग नोटबुक कहा जा सकता है।,pos
"दूर-दूर तक फैले खूबसूरत चाय के बागान, हरी-भरी घाटियां, सुहाना मौसम, ऊंची-ऊंची चोटियां, अभयारण्य, प्राकृतिक खुशबू से भरी हवा के अलावा बाकी वह सब कुछ है जिसे देखने के बाद आपको शांति और सुकून ही मिलेगा।",pos
"मैसेंजर में गेमिंग का जुड़ जाना अच्छी और बढ़िया पहल कही जा सकती है, इसके साथ ही फेसबुक इसे अब एक प्लेटफार्म के रूप में देखना चाहता है।",neu
"इस TV के बैकपैनल में खास LED Lights की पट्टियां लगी हुई है, जो स्क्रीन पर चल रही तस्वीर के हिसाब से अपने रंग बदलने की काबिलियत रखती है।",pos
हॉलीवुड में इस जोनर पर फिल्म बनाने वाले फिल्ममेकर्स की कोशिश है कि इन फिल्मों को दर्शकों के साथ ही मेकर्स के लिए भी लाभ का सौदा बनाया जा सके।,pos
"उसमें निकाली जा सकनेवाली बैट्री भी है, जो कुछ लोगों के लिए बड़ी फायदेवाली बात हो सकती है।",pos
इसकी बनावट और डिज़ाइन भी संतोषजनक है।,neu
"ऍस्फाल्ट 8 और डेड ट्रीगर 2 जैसे गेम खेलते समय भी प्रदर्शन उम्मीदों से नीचे ही रहा, जो की कम फ्रेम रेट के कारण थोड़ी मुश्किल से चल रहे थे।",neg
"कनेक्टिविटी के तौर इसमें 3जी, वाय-फाय, ब्लूटुथ और वाय-फाय जैसे फीचर्स दिए गए हैं।",neu
साथ ही मोटो जी ने लगभग हर प्रकार के वीडीयो बिना कीसी समस्या के चलाए।,pos
इसमें 8 इंच की एचडी डिस्पले स्क्रीन 1280 x 800 पिक्सल रेजोल्युशन के साथ दी गई है।,neu
किकस्टैंड से इसकी उपयोगिता और भी ज्यादा हो जाती है।,pos
साइनोजन ओएस की यह खास बात है कि अपीयरेंस के कस्टमाइजेशन के मामले में आप इसमें कई फेरबदल कर सकते हैं।,pos
फिल्म को लिखा है लिंडलोफ ने।,neu
यह कैमरा एनएफसी तथा वाय-फाय जैसे कनेक्टिविटी फीचर्स से लैस है।,pos
हालाकि इसमें दो स्‍क्रीन की खूबी दी गई थी जिसमें साधारण स्‍मार्टफोन की तरह एक स्‍क्रीन दी गई थी और दूसरी तरफ इंकजेट स्‍क्रीन दी गई थी जैसे ईबुक रीडर में आपको मिलती है।,neu
"Corning Gorilla Glass 4 की प्रोटेक्शन के साथ, फोन के चारों और दी गई मेटल फ्रेम भी इस बार सैमसंग के फ्लैगशिप फोन को शायद पहली बार 'प्रीमियम' लुक दे रही है।",pos
"बॉडी पर वापस आते हैं, इसमें चमकीली फिनिश डिसप्ले है , जिसका मतलब है , कि इसमें फिंगरप्रिंग के काफी निशान पड़ेंगे तथा आप डिवाइस को साफ देखना चाहते है ,तो आपको लगातार इसे साफ करने की जरूरत होगी।",neg
बैटरी के परफॉरमेंस टेस्ट में लेनोवो आइडियापैड जेड580 सबसे आगे रहता है और इसका क्षमता 199 मिनट है।,pos
इमरान हाशमी और कंगना के प्रेम प्रसंग पर भी लेखक-निर्देशक ने अधिक ध्यान नहीं दिया है।,neu
ये चारों ही कैमरों में उच्च क्वालिटी के लैंस और कई सारे टूल्स दिए गए हैं जिनसें शानदार क्वालिटी की तस्वीरें और एचडी वीडियो शूट किए जा सकते हैं।,pos
एक बहुत ही खास और महत्वपूर्ण अपडेट्स इसके स्पीकर्स हैं जो अब डिस्प्ले के नीचे और ऊपर हैं और पहले से अधिक तेज आवाज वाले भी हैं।,pos
निर्देशक चारूदत्त आचार्य ने इंटरनेशनल मुद्दे को स्थानीय स्तर पर दिखाने की सराहनीय कोशिश की है।,neu
"मुन्नार में देखने लायक जगह हैं आनामुड़ी शिखर, राजमाला, चितीरापुरम, इकोपाइंट और मट्टुपेटी बांध।",pos
सैमसंग गैलेक्‍सी टैब 3 नियो के फीचरों पर नजर डालें तो इसमें 7 इंच की WSVGA स्‍क्रीन दी गई है  जो 600×1024 रेज्‍यूलूशन सपोर्ट करती है  इसके वाईफाई वर्जन का भार 310 ग्राम और साइज़ 116.4 x 193.4 x 9.7 एमएम है।,neu
"सेफ रहने के लिए, टैबलेट ड्ब्ल्यूवीजीए (480X800 पिक्सल) नेटिव रिजॉल्यूशन सपोर्ट करती है।",neu
फोन का बैटरी बैकअप अच्छा है।,pos
कम रोशनी में कैमरा थोड़ा धीमा हो जाता है,pos
फोन के साथ बॉक्स के बाहर कोई स्क्रीन गार्ड लगा हुआ नहीं है।,neu
फ्यूल 60 का यूएसपी इसका बैटरी बैकअप ही है।,pos
कीमत 199 डॉलर है।,neu
मेटल किक स्टैंड और प्रभावशाली डिजाइन के साथ लैपटॉप प्रीमियम होने का एहसास देता है।,pos
फोन के रियर पैनल पर ही 5 एमपी क्षमता का कैमरा एलईडी फ्लैश के साथ मिलता है।,neu
"इसमें एक बात जो हमें बिल्कुल पसंद नहीं आई वो ये है , कि इसका डिस्प्ले बहुत ज्यादा रिफ्लेक्टिव है।",neg
"अगर आप लगभग 15,000 रूपये कीमत का टेबलेट चाहते हैं, तो आपको इसके साथ गैलेक्सी टैब 2 पर भी विचार करना चाहिए।",neu
"सामने की तरफ इसके 8 इंची डिसप्ले के चारो ओर पतली क्रोम की पट्टी का घेरा है ,जिसके चारों ओर 2 इंची उभरा हुआ प्लेटफार्म है।",neu
"इस टैबलेट का डायमेंशन 10.52x7.36x0.34 इंच का है , और इसका वजन 622 ग्राम है।",neu
1.2 गीगाहर्ट्ज़ इंटेल एटम जेड2420 सिंगल कोर प्रोसेसर हाइपर थ्रेडिंग के साथ।,neu
फोन में गूगल एप्स‍ के अलावा डॉक्सक और माइग्रेट जैसे कुछ अच्छे एप्लिकेशन भी हैं।,pos
पुराना वर्जन डुअल बूट ऑपरेटिंग सिस्टम के साथ आता था।,neu
नेक्सस 7 में 1280 x 800 पिक्सेल रेजोल्यूशन का 7-इंच बैकलिट आईपीएस डिस्प्ले पैनल है।,neu
यह टेबलेट 3G कनेक्टिविटी देता हैं और इससे वौइस् कालिंग भी कर सकते हैं।,neu
कंपनी ने इसमें 12.2 इफेक्टिव मेगापिक्सल सेंसर 35 एमएम फुल फ्रेम एक्समोर सीमॉस सेंसर तथा बियोन्ज इमेज प्रोसेसर के साथ दिया है।,pos
सोनाली का किरदार निभा रही रिया चक्रवर्ती मराठी युवती की भूमिका में मिसफिट लगती हैं।,neg
वोस्ट्रो 15 3000 लैपटॉप 1366 गुणा 768 पिक्सल रेज्योलूशन के साथ 15.6 इंच एलइडी स्क्रीन के साथ आया है।,neu
जबकि फुजीफिल्म मिनी 25 एक शानदार सेल्फी कैमरा है।,pos
एचटीसी आरई एक एक्शन कैमरा है जिसमें और भी कई सारे ऎसे फीचर्स दिए गए हैं जो इसें शानदार कैमरा बनाते हैं।,pos
उपयोग में सहज नहीं।,neg
इसके अलावा इसमें शानदार कैमरे और कनेक्टिविटी फीचर्स भी दिए जा रहे हैं।,pos
"इसके डिस्प्ले का रेजोल्यूशन आईपैड के रेटिना डिस्प्ले जितना तो नहीं है , लेकिन फिर भी यह काफी आकर्षक है।",neg
पीसी श्रीराम की सिनेमैटोग्राफी उम्दा है।,pos
"आई-टैब की चौड़ाई 20.3 मिमी, मोटाई 1.3 मिमी तथा ऊंचाई 16 मिमी है।",neu
डेल का इन वारटप्रूफ रगेड लेपटॉप20 डिग्री तथा 60 डिग्री तापमान में भी देते हैं शानदार परफार्मेस ।,pos
विकी सदाना की कास्टिंग उल्लेखनीय है।,pos
हालांकि आपको इन-र्इयर्स की एक जोड़ी पर होने वाले खर्च के मुकाबले अधिक कीमत भी चुकानी होगी।,neg
दो 4 इन वूफर भी हैं।,neu
लेकिन फोन में कई फीचर्स ऐसे हैं जो  रोजमर्रा की जिंदगी में इतने काम के नहीं।,neu
"इसमें बहुत सारे फीचर्स हैं, जैसे खास भारत के लिये बने कंटेंट, एक अच्छा स्किन, पतला और सुन्दर आकार और इसके अन्दर अच्छी शक्ति।",pos
"16 जीबी इंटरनल स्टोरेज, माइक्रो एसडी कार्ड से इसे 64 जीबी तक  अपग्रेड करने की सुविधा है।",neu
इसमें जूम लैंस के साथ-साथ 3 इंच की एलसीडी स्क्रीन दी गई है।,neu
"सैलानी का पहला दिन समुद्र तल से 13050 फीट ऊंचे रोहतांग दर्रे पर कटता है, जहां सैलानी पल-पल रंग बदलते मौसम का कायल हो जाता है।",pos
इसमें अनुकूलन का अभाव है ।,neg
"डिजिफलीप प्रो XT811, 1200 x 800 P और 8 इंच डिस्प्ले के साथ आता है।",neu
3जी और स्टैण्डर्ड सिम कार्ड के साथ वॉ यस कालिंग क्षमता  है।,neu
एक जीएसएम और दूसरा सिम सीडीएमएस अथवा जीएसएम नेवर्क पर लगाया जा सकता है।,neu
इस लैपटाप की बैटरी 6 सेल की है और लगभग 3 घंटे चलती है।,neu
एक्शन से भरपूर गेमप्ले है ।,pos
"टैब्लेट में मिनी एचडीएमआई पोर्ट , मिनी यूएसबी पीसी इंटरफेस  और माक्रोफोन के लिए एक ओपनिंग भी है।",neu
डिजाइन में अच्छा है।,pos
बैकपैनल हटाते वक्त डर लगता है कि कहीं टूट ना जाए।,neg
यह पहला मौका है जब उन्होंने ऐसा किरदार निभाया है।,neu
"इसमें सिर्फ एक स्पीकर ग्रिल है , और टॉप में ब्लैक डिजाइन एलीमेंट है।",neu
फोन का बैटरी बैकअप अच्छा है और एक बार चार्ज करने पर डेढ़ दिन निकालने में सक्षम है।,pos
USB ड्राइव के जरिए इसमें वीडियो प्ले किए जा सकते हैं।,neu
शीतकालीन पर्यटन को बढ़ावा देने में नेहरू पर्वतारोहण संस्थान (निम) भी मदद करेगा।,pos
फिल्म के गाने ठीक-ठाक हैं।,pos
"इस टेबलेट की कॉल करने की क्षमता अच्छी है , और इसकी आवाज़ की क्वालिटी भी बढ़िया है।",pos
सभी एप्पलीकेशन को सपोर्ट नहीं है।,neg
यही ब्रश्ड मेटल फिनिश पूरे चेसिस पर भी है।,neu
इस फोन में स्क्रीन की ब्राइटनैस को कम ज्यादा करने का विकल्प मिलेगा।,neu
टेस्ट के बीच में ही रेफरेंस हेडफोन के लाइन अप के स्तर को अपग्रेड करना पड़ा।,neu
साथ ही इसमें 1.2 जीएचजेड क्वालकॉम स्नैपड्रगन 400 डुअल कोर प्रोसेर व 1.5 जीबी का रैम है।,neu
साथ ही इसका वेट भी 160 ग्राम है जो कैनन के पॉवर शॉट एसएक्‍स के 360 ग्राम वेट से काफी हल्‍का है।,pos
"इसके रिमोट कंट्रोल को ब्रश फिनिशिंग दी गई है वहीं, नीचे की तरफ कंपनी का स्टीकर लगा हुआ है।",neu
यहां तक कि इस फिल्म के कलाकारों की एक्टिंग ऐसी है कि लगता है वे नशे में जरुरत से ज्यादा ऊर्जावान है और उनका उत्साह चिढ़ानेवाला है।,neg
सफेद व ब्लू रंग में उपलब्ध प्लास्टिक बैक क्वालिटी फीलिंग देता है हालांकि मेटल या लकड़ी जितनी बढिय़ा नहीं है।,pos
दीपिका पादुकोण की नृत्य प्रतिभा की झलक भर मिल पाती है।,neu
निश्चित ही लेखक-निर्देशक की मदद से वह ऐसा कर पाती हैं।,neu
"साथ ही, वॉकमैन एप्प को कुछ न्यू ऑडियो इन्हैंसिंग फीचर्स के साथ अपडेट किया गया है जिसमें सोनी र्इयरफोन्स के लिए खास तौर से निर्मित प्रोफाइल्स का चुनाव शामिल है।",pos
अगर बजट डिवाइस के तौर पर इन्हें देखें तो इनके डिस्प्ले में कोई कमी नहीं बताई जा सकती है।,neu
"साथ ही, वाई-फाई IEEE802.11N, नेटवर्क इथरनेट पोर्ट, पिक्सल मैपिंग और डिजिटल मीडिया प्लेयर बिल्ड-इन है।",neu
दीपक डोबरियाल एक-दो दृश्यों कुछ ओवर एक्टिंग करते नजर आते हैं।,neg
"जलभरत तालाब के सुंदर घाट, प्राचीन मंदिर, महात्माओं की समाधि व आज भी यहां सजता पनघट ग्रामीण पर्यटन के आदर्श कहे जा सकते हैं।",pos
बैटरी लाइफ अच्छी है।,pos
फिल्म में भट्ट साहब ने शीर्षक गीत में आवाज दी है।,neu
"यह डिवाइस 16 जीबी और 32 जीबी स्टोरेज के वर्ज़न में उपलब्ध है , लेकिन इसमें इसके स्टोरेज को बढ़ाने का कोई विकल्प नहीं है।",neg
"हमारे लगातार वीडियो प्लेबैक टेस्ट में एक्सपीरिया टेबलेट जेड की बैटरी लगभग 5 घंटे तक चलती है , जो कि एक मध्यम स्तर का बैटरी परफॉरमेंस है।",neu
फिल्म का एकमात्र कमजोर पक्ष उसका असरहीन गीत-संगीत है।,neg
फिल्म में एक शानदार सीक्वेंस है जहां टीप और ओह भाग रहे हैं और एफिल टॉवर कोलेप्स हो रहा है।,pos
"यह लैपटॉप आपको मार्केट में 41,990 रुपये के दाम पर मिल सकता है।",neu
यूएसवी पोर्ट यूजर को डोंगल द्वारा इंटरनेट कनेक्शन की भी सुविधा देता है।,neu
"पिक्चर क्वालिटी, रॉ (RAW) और जेपीइजी (JPEG) तो प्रभावित करता है, पर इसके अलावा भी एक बेहद लाभकारी फीचर इसमें है।",pos
बासुकीनाथ अपने शिव मंदिर के लिए जाना जाता है।,pos
इस फोन के बैक पैनल पर लेदर टेक्सचर दिया गया है।,neu
इस लैपटाप की एक कमी यह है कि इसमें कोई आप्टिकल ड्राइव नहीं है।,neg
यहां के समुद्री बीच और भव्य दृश्य हर तरह के सैलानियों को लुभाते हैं।,pos
यह टेबलेट 7-इंच के IPS डिस्प्ले और 1024 x 600 पिक्सल रेसोलुशन के साथ आता है।,neu
"पहली नजर में तो यह एक आम वॉच ही लगेगी, लेकिन इंटरनल सिस्‍टम इसको आम से खास बना देगा।",pos
हालांकि भाषा और लहजे में मराठीपन लाने और डालने की कोशिश की गई है।,neu
अपने किरदार से विनीत का एकात्मता का नतीजा है फिल्म का टाइटल गीत।,pos
एलईडी पैनल के जरिए इंकी ब्लैक को माइक्रो डिमिंग दे सकते हैं।,pos
"डैनी डैंजोग्पा, मधुरिमा तुली, मुरली शर्मा, सुशांत सिंह, जमील खान और अनेक अपिरिचित चेहरे अपने अभिनय से किरदारों को विशेष रंग देने के साथ विश्वसनीय बनाते हैं।",pos
जब आप इसे अपनी गर्दन के करीब रखते हैं (अगर आप टी-शर्ट पहने हुए हों) रिसेप्शन काफी अच्छा हो जाता है।,pos
बड़े साइज के कारण इसे एक हाथ से कंट्रोल करना मुश्किल है।,neg
नई अभिनेत्री भूमि पेडनेकर ने संध्या के किरदार में जान डाल दी है।,pos
रबर आईकैप के साथ व्यू फाइंडर बेहद आरामदायक बनाया गया है।,pos
जेनफोन 5 को कंपनी ने दो मॉडल में लांच किया है- 8 जीबी व 16 जीबी मेमोरी जिन्हें बढ़ाया भी जा सकता है।,neu
मनोज की भूमिका में वरुण शर्मा भी प्रभावित करते हैं।,pos
अगर एंड्राइड फोंस से इसकी तुलना करें तो परफॉरमेंस उतनी अच्छी नहीं है।,pos
उच्च क्षमतावाले गेम्स जैसे ऍस्फाल्ट 8 और इनजस्टीस: गॉडस् अमंग अस प्रोसेसर को कुछ खास तकलीफ़ नहीं देते।,neu
फिल्म का निर्देशन असाधारण है।,neu
"लिनोवो के दूसरे मॉडल ए 3000 में 7 इंच की आईपीएस स्‍क्रीन दी गई है , जो 1024x600 पिक्‍सल सपोर्ट करती है।",neu
दूसरी बात यह कि इसकी बनावट बेहद शानदार है।,pos
"यह बहुत अच्छी बात है, कि सोनी ने टेबलेट के कैमरे में भी अच्छा सेंसर दिया हुआ है , जिससे अच्छे फोटो आते हैं।",pos
इस एप्लिकेशन के जरिए कंपनियां क्षेत्र या भाषा विशेष पर आधारित कैंपेन चला सकती हैं।,neu
इसमें 2.4गीगाहर्ट्ज़ इंटेल कोर आई7-3630क्यूएम क्वाडकोर प्रोसेसर है।,neu
इस फोन में 128GB तक मेमोरी बढ़ाई जा सकती है।,neu
इसमें ब्योमकेश बक्शी की भूमिका सुशांत सिंह राजपूत निभा रहे हैं।,neu
पेंटैक्स के-500 डीएसएलआर: शौकिया फोटोग्राफी के लिए अच्छे फीचर्स और अच्छी कीमत का कैमरा  है।,pos
फिर भी लेनोवो योगा 2 टैबलेट एक अच्छा सौदा साबित होता है।,pos
"मीडियापैड 10 लिंक टेबलेट में सामने की तरफ कोई फिजिकल बटन नहीं है , इसमें सिर्फ फ्रंट फेसिंग कैमरा है।",neu
यहां भगवान शिव का एक अत्यंत प्राचीन मंदिर स्थित है।,pos
कल्कि ने इस किरदार को आंतरिक रूप से पर्दे पर जीवंत किया है।,pos
किले तक पहुंचने का रास्ता आसान नहीं है।,neg
सामान्य कामकाज में इसका परफॉरमेंस काफी अच्छा है।,pos
"इसमें 1280 x 800 पिक्सेल रेजोल्यूशन का डिस्प्ले है , जो ट्रांसफार्मर प्राइम में भी है , लेकिन यह आईपैड के डिस्प्ले से काफी पीछे है।",neu
"जैसे ही आप विवोबुक को बॉक्स से निकालेंगे, आप आश्चर्य में पड़ जायेंगे की इसकी बनावट कितनी अच्छी है।",pos
इस साल दी राइट च्वॉइस के जांचकर्ताओं कुलमिलाकर मिक्सर ग्राइंउर के 33 विभिन्न मॉडल्स को परखा ग्लेन मि क्सर ग्राइंडर जीएल4022 सबसे शानदार साबित हुआ।,neu
एंड्रायड जैलीबीन 4.2 ओएस पर रन करने वाले गैलेक्‍टी टैब नियो में 1.2 गीगाहर्ट का ड्युल कोर प्रोसेसर और 1 जीबी की रैम दी गई है।,neu
इसके अलावे इसमें कोई एडवांस फीचर भी नहीं दिया गया है कि फोटोग्राफी पसंद करने वाले यूजर्स अपने अनुसार इसका ज्यादा से ज्यादा इस्तेमाल कर सकें।,neu
"हुवैई मीडिया पैड में डुअल कैमरा है , एक 5 मेगापिक्सल ऑटोफोकस उच्च डेफीनिशन वाला पिछला एवं 1.3 मेगापिक्सल का सामने वाला कैमरा चैटिंग के लिए।",neu
ऑफलाइन होने पर काम करता है ।,pos
किसी एप्प को हटाना भी बहुत आसान है।,neg
"हमने एचपी स्लेटबुक एक्स2 में टेगरा 4 चिपसेट होने के कारण बहुत अच्छे परफॉरमेंस की उम्मीद की थी, और हमें ख़ुशी है  कि यह हमारी उम्मीदों पर बिल्कुल खरा साबित हुआ।",pos
पल्लवी शारदा कुशल नृत्यांगना हैं।,neu
बैटरी लाइफ अच्छी नहीं है।,pos
इनबिल्ट माइक ऑडियो के लिए अच्छा काम करते हैं।,pos
यहां हर साल फरवरी महीने में काला घोड़ा एसोशियसन की तरफ से काला घोड़ा आर्ट फेस्टीवल का आयोजन किया जाता है जो काफी रोचक होता है।,pos
